Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
[No author name available],[No author name available],"Saxonia International is going new ways",2004,"Melliand International",10,"1",,43,44,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1842736552&partnerID=40&md5=bd51e9d6deae272b742fb8f77d3b8ca8",Article,Final,,Scopus,2-s2.0-1842736552
"Musii, R.S.","6602645412","Thermoelastic state of a conducting cylinder under the action of surface electromagnetic pulses",2004,"Materials Science",40,"2",,204,214,,2,10.1007/s11003-005-0040-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18044397188&partnerID=40&md5=127f2362245b3de736564bd60a2e5b0d",Article,Final,,Scopus,2-s2.0-18044397188
"Skury, A.L.D., Bobrovnitchii, G.S., Monteiro, S.N., Gomes, C.C.","6603435811; 35497817400; 7005373508; 7101706979","Recovery of synthetic diamonds from scrapped sawblades",2004,"Separation and Purification Technology",35,"3",,185,190,,6,10.1016/S1383-5866(03)00138-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1542379679&partnerID=40&md5=ba279ea4c99873b718b410643ed0870f",Article,Final,,Scopus,2-s2.0-1542379679
"Guz, A.N., Storozhuk, E.A., Chernyshenko, I.S.","7102556771; 6602071989; 7003866488","Elastoplastic state of flexible cylindrical shells with two circular holes",2004,"International Applied Mechanics",40,"10", 6,1152,1156,,12,10.1007/s10778-005-0022-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14744286615&partnerID=40&md5=fb663421779bdbbe985f5e683e7b4202",Article,Final,,Scopus,2-s2.0-14744286615
"Pak, V.V., Koo, M.S., Kwon, D.Y., Kasimova, T.D.","9242995600; 9242995700; 57066162700; 8608902300","Conformation analysis of Ile-Ala-Val-Pro peptide and its derivatives by circular dichroism",2004,"Chemistry of Natural Compounds",40,"4",,398,404,,10,10.1023/B:CONC.0000048257.95951.88,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21744437739&partnerID=40&md5=38bee7f6bfa0c34e1bcc7dd6c3b813c5",Article,Final,,Scopus,2-s2.0-21744437739
"Markova, N.V., Miklashevskaya, N.A., Cherkesov, L.V.","57198013260; 8523715300; 7003846962","Investigation of the space structure of the free-surface profile of forced circular waves in a bounded basin of variable depth",2004,"Physical Oceanography",14,"5",,266,274,,,10.1007/s11110-005-0007-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-19544393117&partnerID=40&md5=4e411d614c9243dc645f99083628fc69",Article,Final,,Scopus,2-s2.0-19544393117
"Zubkov, P.T., Tarasova, E.N.","7003590081; 9267395000","Hydrodynamics and heat transfer in channels with circular fins",2004,"High Temperature",42,"6",,928,932,,,10.1007/s10740-005-0038-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14944351461&partnerID=40&md5=c4814c6d285c387e648125ba834cc471",Article,Final,,Scopus,2-s2.0-14944351461
"Beznosov, A.V., Semenov, A.V., Davydov, D.V., Pinaev, S.S., Bokova, T.A., Efanov, A.D., Orlov, Yu.I., Zhukov, A.V.","7004063722; 57198704414; 57196593898; 6602605330; 6508256676; 7005274957; 7102256720; 7403142629","Experimental investigation of heat transfer from a circular pipe to lead coolant with controlled oxygen content",2004,"Atomic Energy",97,"5",,757,760,,1,10.1007/s10512-005-0058-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14844356937&partnerID=40&md5=a8b14cfb592a80a569cf14749b549271",Article,Final,,Scopus,2-s2.0-14844356937
"Linz, D., Land, K.C., Williams, J.R., Paul, B., Ezell, M.E.","7003756663; 7006755440; 57213046894; 19639171800; 8627596200","An Examination of the Assumption that Adult Businesses Are Associated with Crime in Surrounding Areas: A Secondary Effects Study in Charlotte, North Carolina",2004,"Law and Society Review",38,"1",,69,104,,49,10.1111/j.0023-9216.2004.03801003.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-11144357066&partnerID=40&md5=2ed9e3812f2d024bce24885904698d98",Article,Final,,Scopus,2-s2.0-11144357066
"Devyatisil'nyi, A.S., Dorozhko, V.M., Grinyak, V.M.","6505949746; 6602607122; 7801667666","Identifying airborne objects with two-coordinate meters",2004,"Measurement Techniques",47,"11",,1061,1064,,2,10.1007/s11018-005-0059-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14844364758&partnerID=40&md5=64564e48f0d27f574751ee24d3edc618",Article,Final,,Scopus,2-s2.0-14844364758
"Rothman, J.","8664319300","Investing in Architectural Infrastructure: A Business Conversation",2004,"Cutter IT Journal",17,"1",,12,19,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0442279513&partnerID=40&md5=2d2d3f5c40dd650f65a28074b2051838",Article,Final,,Scopus,2-s2.0-0442279513
"Roberts, M.D.","56327373800","Galactic metrics",2004,"General Relativity and Gravitation",36,"11",,2423,2431,,26,10.1023/B:GERG.0000046830.85831.4a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-46749090563&partnerID=40&md5=a17564a72295a2aa26238e692b279158",Article,Final,,Scopus,2-s2.0-46749090563
"Rossi-Hansberg, E.","16069519700","Optimal urban land use and zoning",2004,"Review of Economic Dynamics",7,"1",,69,106,,60,10.1016/S1094-2025(03)00056-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346401596&partnerID=40&md5=7b7f68af940a3808742eff667580b13c",Article,Final,,Scopus,2-s2.0-0346401596
"Bukatov, A.E., Zav'yalov, D.D.","7004175273; 8868383700","Wind-induced motion of water in shallow-water closed basins",2004,"Physical Oceanography",14,"5",,284,294,,3,10.1007/s11110-005-0009-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-19544390677&partnerID=40&md5=7d4e9a5eaf26c53f761c0c05aa50e60e",Article,Final,,Scopus,2-s2.0-19544390677
[No author name available],[No author name available],"Saxonia International is going new ways",2003,"Melliand Textilberichte",84,"11-12",,E179,E180,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346396438&partnerID=40&md5=33277bd19f1342fca49d125fad25f0eb",Article,Final,,Scopus,2-s2.0-0346396438
"Hayes, D.","57197211689","Samsung tracks new needle markets",2003,"Knitting International",110,"1308",,31,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0242497153&partnerID=40&md5=b0ee182abbd3033a514bbdf725defbf5",Article,Final,,Scopus,2-s2.0-0242497153
[No author name available],[No author name available],"Saxonia International",2003,"Textile Network",1,"1",,40,41,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4644370852&partnerID=40&md5=0a062b1833a4807f111540ad976dd001",Article,Final,,Scopus,2-s2.0-4644370852
"Rupp, J.","7102386039","Mayer &amp; Cie.: The market determines the products",2003,"Industrial Fabrics Bulletin",13,"1",,21,24,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-22344452757&partnerID=40&md5=2f800664d7e10f9206a212185a747100",Article,Final,,Scopus,2-s2.0-22344452757
"Palatiello, J.","6506348683","Competitive Outsourcing &amp; the New A-76",2003,"GeoSpatial Solutions",13,"3",,58,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1242351879&partnerID=40&md5=cb721363be58134346d4c472b7bc1804",Review,Final,,Scopus,2-s2.0-1242351879
"Bonin, H.","57198094136","Bringing a polluted underground water table on an industrial site into line with regulatory standards | Mise aux normes réglementaires d'une pollution de la nappe souterraine sur un site industriel",2003,"Eau, l'INDUSTRIE, les Nuisances",,"260",,53,56,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038332081&partnerID=40&md5=85a9da369906b7ac1bd3ec64999f60fe",Article,Final,,Scopus,2-s2.0-0038332081
"Stevenson, R.","8708805300","JAIMA 2002: New products lead to revitalization",2003,"American Laboratory",35,"2",,14,16,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646731948&partnerID=40&md5=c272a4c5d63155327627722f1e8f8f49",Review,Final,,Scopus,2-s2.0-33646731948
"Mowbray, J.","14048559600","Machines for all seasons",2003,"Knitting International",110,"1301",,35,37,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037364519&partnerID=40&md5=643307214478fbd405a88321a02f2b71",Article,Final,,Scopus,2-s2.0-0037364519
[No author name available],[No author name available],"ITM remains upbeat about Canada",2003,"Knitting International",109,"1300",,22,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009021689&partnerID=40&md5=f1396cc87d140ec09781a96656ab9605",Article,Final,,Scopus,2-s2.0-85009021689
"Cohen, E.H., Meir, E.I., Segal, H., Amar, R.","57208458636; 7003311104; 7103245238; 19933283000","Tension, adventure, and risk (TAR) and the classification of occupations: A multidimensional analysis",2003,"Bulletin de Méthodologie Sociologique",77,"1",,5,18,,3,10.1177/075910630307700103,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34247450051&partnerID=40&md5=ef0d8e506673af02a603f48b54c6dbf9",Article,Final,,Scopus,2-s2.0-34247450051
[No author name available],[No author name available],"The singeing specialist",2003,"Textile Month",,"AUGUST",,24,,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009056034&partnerID=40&md5=5246fc1db32bd1b31d629f98cd169633",Article,Final,,Scopus,2-s2.0-85009056034
"Mincer, J.","6602692777","Foreword",2003,"Marriage and the Economy: Theory and Evidence from Advanced Industrial Societies",,"",,xix,xx,,,10.1017/CBO9780511615863.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84933475146&partnerID=40&md5=54dc784b2d2d0722ef3116c4246bbc45",Editorial,Final,,Scopus,2-s2.0-84933475146
"Sawaryn, S.J., Thorogood, J.L.","6603250120; 55810127800","A Compendium of Directional Calculations Based on the Minimum Curvature Method",2003,"Proceedings - SPE Annual Technical Conference and Exhibition",,"",,1689,1704,,23,10.2118/84246-ms,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1142277244&partnerID=40&md5=5e02c5837fc655325408897eb253fcb3",Conference Paper,Final,,Scopus,2-s2.0-1142277244
"Iovanov, M., Schulz, S.E., Dixon, G.L., Puderbaugh, A.L., Shepperd, R.W.","56104371900; 57197883656; 57198078751; 56062974900; 6507860474","Automation of daily tasks necessary for the management of a large satellite constellation",2003,"AIAA Space 2003 Conference and Exposition",,"",,,,,1,10.2514/6.2003-6209,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088755558&partnerID=40&md5=3d04f510d5563890ec23c6a62e112747",Conference Paper,Final,,Scopus,2-s2.0-85088755558
"Oman, R.C., Gabriel, R.L., Garrett, J.J., Malmberg, K.B.","57208994649; 57208996169; 57208996761; 57208996832","Actions by political officials have weakened the federal government workplace: Downsizing has cut lower level workers the most and replacing federal employees with private corporations costs much more, creating the need for immediate reform",2003,"International Journal of Public Administration",26,"10-11",,1257,1286,,3,10.1081/PAD-120019932,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061281764&partnerID=40&md5=40a7205d28bf0d9fc6742082c8b441e3",Article,Final,,Scopus,2-s2.0-85061281764
"Le, J., Lin, X.","7102719352; 55489766400","On Processing Cycle Query's Strategy for semistructure data model and its role in design",2002,"Proceedings of the International Conference on Computer Supported Cooperative Work in Design",,"",,384,388,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036990192&partnerID=40&md5=9d547dd4aceeef41fe077d4a8b086801",Conference Paper,Final,,Scopus,2-s2.0-0036990192
[No author name available],[No author name available],"Terrot on track",2002,"Knitting Technology",24,"5",,8,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036748584&partnerID=40&md5=b2537bfee2ac1f64b7a1be4cd1123017",Article,Final,,Scopus,2-s2.0-0036748584
[No author name available],[No author name available],"Surfing the Tidal Wave",2002,"Knitting International",109,"1292",,16,17,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036049683&partnerID=40&md5=8cf9b5491bfd3dd30ab589e8a852ee62",Article,Final,,Scopus,2-s2.0-0036049683
"Lucas Jr., R.E., Rossi-Hansberg, E.","7201704033; 16069519700","On the internal structure of cities",2002,"Econometrica",70,"4",,1445,1476,,268,10.1111/1468-0262.00338,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036076740&partnerID=40&md5=4c35db8ebf20387889b0cb762fcadb92",Article,Final,,Scopus,2-s2.0-0036076740
"Tonks, D.","7003376807","Using Marketing Simulations for Teaching and Learning: Reflections on an Evolution1",2002,"Active Learning in Higher Education",3,"2",,177,194,,12,10.1177/1469787402003002006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84992784640&partnerID=40&md5=08f6abbe29378895780a2555f6882134",Article,Final,,Scopus,2-s2.0-84992784640
[No author name available],[No author name available],"Intelligent integration",2002,"Knitting International",109,"1291",,36,37,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036113562&partnerID=40&md5=a4884dcbb2eec8ccf4a6867d4ff573da",Article,Final,,Scopus,2-s2.0-0036113562
[No author name available],[No author name available],"Can the Russian bear wake up?",2002,"Knitting International",109,"1295",,28,30,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036386760&partnerID=40&md5=b6721dba668ae0b6e0b5a46298177bfe",Article,Final,,Scopus,2-s2.0-0036386760
[No author name available],[No author name available],"Dornier's 50 years of advancements",2001,"Wool Record",160,"3675",,24,25,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035552060&partnerID=40&md5=4ee25d966f3fba582c0f1e67adc401f8",Article,Final,,Scopus,2-s2.0-0035552060
"Bouffard, K.","57192418833","The inertia ball",2001,"Physics Teacher",39,"1",,46,47,,,10.1119/1.1343431,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007569962&partnerID=40&md5=a7e81f31f0cdafa4b40ca0e17486b175",Article,Final,,Scopus,2-s2.0-85007569962
"Faiella, E.","6507881683","'Seamless': A revolution (not only) in the underwear sector",2000,"International Textile Bulletin",46,"6",,12,18,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034478469&partnerID=40&md5=c2ec94d907a34c78991dd5697159fdbf",Article,Final,,Scopus,2-s2.0-0034478469
[No author name available],[No author name available],"18th Applied Aerodynamics Conference 2000",2000,"18th Applied Aerodynamics Conference",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894412352&partnerID=40&md5=5c8cd9fb289a9f89458fb5922fd3dce9",Conference Review,Final,,Scopus,2-s2.0-84894412352
[No author name available],[No author name available],"35th Intersociety Energy Conversion Engineering Conference and Exhibit 2000",2000,"35th Intersociety Energy Conversion Engineering Conference and Exhibit",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894306601&partnerID=40&md5=264fccc71144a4a048b8828b53f3d2e9",Conference Review,Final,,Scopus,2-s2.0-84894306601
[No author name available],[No author name available],"Well utilized. the entire family cooperates | Gut verwertet. Die ganze Familie arbeitet mit",2000,"Holz - Kurier",55,"40",,8,9,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14644420196&partnerID=40&md5=62de30f07f788923d876d1a2ea42d731",Review,Final,,Scopus,2-s2.0-14644420196
"Varey, R.J.","6603529177","A critical review of conceptions of communication evident in contemporary business and management literature",2000,"Journal of Communication Management",4,"4",,328,340,,24,10.1108/eb023530,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84993058101&partnerID=40&md5=614a091d686e76590cb9c1be39faf9fb",Review,Final,,Scopus,2-s2.0-84993058101
"Chabes, A., Domkin, V., Larsson, G., Liu, A., Gräslund, A., Wijmenga, S., Thelander, L.","6701827550; 7004358654; 7102442959; 7402583217; 35602509200; 7003528970; 7005456171","Yeast ribonucleotide reductase has a heterodimeric iron-radical-containing subunit",2000,"Proceedings of the National Academy of Sciences of the United States of America",97,"6",,2474,2479,,76,10.1073/pnas.97.6.2474,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034646230&partnerID=40&md5=b4ca0b6369607b6a5174f656455fe571",Article,Final,Open Access,Scopus,2-s2.0-0034646230
"Freund, D., McKissack, D.R., Hanson, L.C., Brodman, H.","18041602200; 6505491319; 7201657448; 6602682100","Dynamic taxi, take-off and landing roll analyses for large business jet aircraft",2000,"41st Structures, Structural Dynamics, and Materials Conference and Exhibit",,"",,,,,1,10.2514/6.2000-1526,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85086614800&partnerID=40&md5=62c55e4d344b273447d35bdddbc8c30f",Conference Paper,Final,,Scopus,2-s2.0-85086614800
"Freud, Donald, McKissack, Douglas R., Hanson, Laurence C., Brodman, Hank","6506402950; 6505491319; 7201657448; 6602682100","Dynamic taxi, take-off and landing roll analyses for large business jet aircraft",2000,"Collection of Technical Papers - AIAA/ASME/ASCE/AHS/ASC Structures, Structural Dynamics and Materials Conference",1,"II",,1177,1187,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033676013&partnerID=40&md5=c047e7cbcb3353b0809b15844c3a0a90",Conference Paper,Final,,Scopus,2-s2.0-0033676013
"Zhu, Y.","55656898100","Rhetorical moves in Chinese sales genres, 1949 to the present",2000,"Journal of Business Communication",37,"2",,156,172,,19,10.1177/002194360003700202,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2442563840&partnerID=40&md5=2a6d5a08d22d83193632df9b7ce87697",Article,Final,,Scopus,2-s2.0-2442563840
"Barrett, C.L., Bush, B.W., Kopp, S., Mortveit, H.S., Reidys, C.M.","57189831106; 36866246700; 57197289240; 6603254048; 6701349198","Sequential dynamical systems and applications to simulations",2000,"Proceedings of the IEEE Annual Simulation Symposium",,"",,245,252,,1,10.1109/SIMSYM.2000.844922,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033732423&partnerID=40&md5=7ffcbcaa836f64665d97868b5c3110ce",Article,Final,,Scopus,2-s2.0-0033732423
[No author name available],[No author name available],"36th AIAA/ASME/SAE/ASEE Joint Propulsion Conference and Exhibit 2000",2000,"36th AIAA/ASME/SAE/ASEE Joint Propulsion Conference and Exhibit",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84896442300&partnerID=40&md5=b1cf75642a1ae3f401ec2928a523238f",Conference Review,Final,,Scopus,2-s2.0-84896442300
"Ljungar, E.","57213375863","Gunnar Myrdal's Relevance for Contemporary Sociology: Value Premises and Cummulative Cansation | Gunnar Myrdals relevans for dagens sociologi: Värdepremisser och kumulativ kausalitet",1999,"Sociologisk Forskning",36,"3",,37,67,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347666073&partnerID=40&md5=688c6f3c4c65aea268797b7627b2a1d2",Article,Final,,Scopus,2-s2.0-0347666073
[No author name available],[No author name available],"World Refining Headline News: Refinery closures clean up oil sector",1999,"World Refining",9,"5",,25,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033158147&partnerID=40&md5=042574922d582d3d6a04660e6edae1ae",Note,Final,,Scopus,2-s2.0-0033158147
